CODIGO_CARRERA,UNI_CODIGO,NOMBRE_CARRERA,NOMBRE_UNIVERSIDAD,REGION_CASA_MATRIZ,%_NOTAS,%_Ranking,%_LENG,%_MATE1,%_MATE2,%_HYCS,%_CIEN,EXIGE_MATE2,PROM_MINIMO_LENMAT,PONDERADO_MINIMO,VACANTES_1SEM,SC_1S,VACANTES_2SEM,SC_2S,RESTRINGE_SEXO,PRUEBA_ESPECIAL,TIPO_PE,PONDERACION_PE,PO_ALTERNATIVA,MAX_POST_UNIV,EXCLUYE_DESDE_PREFERENCIA,CDP_VACANTES_ESPECIALES,CAR_PEDAGOGIA,CAR_MIN_RKG,CAR_SEL_PEDA,PACE,CAR_VACANTES_PACE,REG_CODIGO,VACANTES_GENERO,IMPARTIDO_ANTES_2019,ACREDITADA_3AÑOS
11001,11,ARQUITECTURA,UNIVERSIDAD DE CHILE,13,10,20,20,30,10,10.0,10.0,S,458,,125,14.0,85.0,9.0,,N,,,S,21,21,5.0,N,,0,S,1,13,,,
11003,11,ACTUACIÓN TEATRAL,UNIVERSIDAD DE CHILE,13,10,10,10,10,0,10.0,,N,458,,25,2.0,,,,S,PONDERA,50.0,N,21,21,3.0,N,,0,S,2,13,,,
11004,11,DISEÑO TEATRAL,UNIVERSIDAD DE CHILE,13,10,20,25,20,0,25.0,,N,458,,25,2.0,,,,N,,,N,21,21,2.0,N,,0,S,1,13,,,
11005,11,DISEÑO,UNIVERSIDAD DE CHILE,13,10,30,25,25,0,10.0,10.0,N,458,,65,20.0,55.0,,,N,,,S,21,21,5.0,N,,0,S,2,13,,,
11011,11,"ARTES VISUALES, LIC. EN ARTES CON MENCIÓN EN",UNIVERSIDAD DE CHILE,13,10,20,35,10,0,25.0,,N,458,,90,7.0,,,,N,,,N,21,21,5.0,N,,0,S,1,13,,,
11016,11,"TEORÍA E HISTORIA DEL ARTE, LIC. EN ARTES CON MENCIÓN EN",UNIVERSIDAD DE CHILE,13,10,20,35,10,0,25.0,,N,458,,35,,,,,N,,,N,21,21,5.0,N,,0,S,1,13,,,
11017,11,TEORÍA DE LA MÚSICA,UNIVERSIDAD DE CHILE,13,10,20,30,15,0,25.0,,N,458,,20,3.0,,,,N,,,N,21,21,5.0,N,,0,S,1,13,,,
11020,11,INGENIERÍA AGRONÓMICA,UNIVERSIDAD DE CHILE,13,20,35,10,25,0,10.0,10.0,N,458,,130,40.0,,,,N,,,S,21,21,5.0,N,,0,S,2,13,,,
11021,11,INGENIERÍA FORESTAL,UNIVERSIDAD DE CHILE,13,10,35,10,25,0,20.0,20.0,N,458,,60,35.0,,,,N,,,S,21,21,5.0,N,,0,S,3,13,,,
11022,11,MEDICINA VETERINARIA,UNIVERSIDAD DE CHILE,13,10,20,20,35,0,,15.0,N,458,,180,30.0,,,,N,,,N,21,21,5.0,N,,0,S,1,13,,,
11024,11,INGENIERÍA EN RECURSOS NATURALES RENOVABLES,UNIVERSIDAD DE CHILE,13,20,35,10,20,5,10.0,10.0,S,458,,70,25.0,,,,N,,,S,21,21,8.0,N,,0,S,4,13,3.0,,
11026,11,CONTADOR AUDITOR,UNIVERSIDAD DE CHILE,13,10,20,10,35,15,10.0,10.0,S,458,,72,27.0,,,,N,,,S,21,21,5.0,N,,0,S,1,13,,,
11027,11,INGENIERÍA EN INFORMACIÓN Y CONTROL DE GESTIÓN,UNIVERSIDAD DE CHILE,13,10,20,10,35,15,10.0,10.0,S,458,,143,63.0,,,,N,,,S,21,21,5.0,N,,0,S,1,13,,,
11028,11,PEDAGOGÍA EN EDUCACIÓN MEDIA EN MATEMÁTICA Y FÍSICA,UNIVERSIDAD DE CHILE,13,10,20,10,20,10,,30.0,S,458,,45,10.0,,,,N,,,N,21,21,5.0,S,,0,S,1,13,,S,S
11029,11,BIOLOGÍA CON MENCIÓN EN MEDIO AMBIENTE,UNIVERSIDAD DE CHILE,13,20,20,10,15,10,,25.0,S,458,,35,6.0,,,,N,,,N,21,21,5.0,N,,0,S,1,13,,,
11030,11,BIOQUÍMICA,UNIVERSIDAD DE CHILE,13,10,20,10,20,10,,30.0,S,458,,39,10.0,,,,N,,,N,21,21,5.0,N,,0,S,1,13,,,
11031,11,INGENIERÍA EN ALIMENTOS,UNIVERSIDAD DE CHILE,13,10,20,10,20,10,,30.0,S,458,,36,15.0,,,,N,,,N,21,21,5.0,N,,0,S,1,13,,,
11032,11,LIC. EN CIENCIAS CON MENCIÓN EN BIOLOGÍA,UNIVERSIDAD DE CHILE,13,20,20,10,15,10,,25.0,S,458,,25,6.0,,,,N,,,N,21,21,5.0,N,,0,S,2,13,,,
11033,11,LIC. EN CIENCIAS CON MENCIÓN EN FÍSICA,UNIVERSIDAD DE CHILE,13,20,20,10,30,10,,10.0,S,458,,25,6.0,,,,N,,,N,21,21,5.0,N,,0,S,1,13,5.0,,
11034,11,LIC. EN CIENCIAS CON MENCIÓN EN MATEMÁTICAS,UNIVERSIDAD DE CHILE,13,10,20,10,30,20,,10.0,S,458,,25,6.0,,,,N,,,N,21,21,5.0,N,,0,S,1,13,5.0,,
11035,11,QUÍMICA,UNIVERSIDAD DE CHILE,13,10,20,10,20,10,,30.0,S,458,,39,13.0,,,,N,,,N,21,21,5.0,N,,0,S,1,13,2.0,,
11036,11,LIC. EN CIENCIAS CON MENCIÓN EN QUÍMICA,UNIVERSIDAD DE CHILE,13,10,20,20,20,10,,20.0,S,458,,20,6.0,,,,N,,,N,21,21,3.0,N,,0,S,1,13,,,
11037,11,QUÍMICA Y FARMACIA,UNIVERSIDAD DE CHILE,13,10,20,10,20,10,,30.0,S,458,,139,15.0,,,,N,,,N,21,21,5.0,N,,0,S,1,13,,,
11038,11,QUÍMICA AMBIENTAL,UNIVERSIDAD DE CHILE,13,15,25,10,15,10,,25.0,S,458,,20,6.0,,,,N,,,N,21,21,5.0,N,,0,S,1,13,,,
11039,11,INGENIERÍA EN BIOTECNOLOGÍA MOLECULAR,UNIVERSIDAD DE CHILE,13,20,20,10,15,10,,25.0,S,458,,35,6.0,,,,N,,,N,21,21,5.0,N,,0,S,2,13,,,
11040,11,ADMINISTRACIÓN PÚBLICA,UNIVERSIDAD DE CHILE,13,10,30,20,20,0,20.0,,N,458,,130,18.0,,,,N,,,N,21,21,10.0,N,,0,S,3,13,,,
11042,11,INGENIERÍA COMERCIAL,UNIVERSIDAD DE CHILE,13,10,20,10,35,15,10.0,10.0,S,458,,390,90.0,,,,N,,,S,21,21,40.0,N,,0,S,2,13,,,
11045,11,INGENIERÍA Y CIENCIAS - PLAN COMÚN,UNIVERSIDAD DE CHILE,13,10,25,10,20,20,,15.0,S,458,,730,65.0,,,,N,,,N,21,21,55.0,N,,0,S,1,13,85.0,,
11055,11,DERECHO,UNIVERSIDAD DE CHILE,13,20,20,25,10,0,25.0,,N,458,,400,30.0,,,,N,,,N,21,21,10.0,N,,0,S,2,13,,,
11060,11,ANTROPOLOGÍA - ARQUEOLOGÍA,UNIVERSIDAD DE CHILE,13,20,20,20,15,0,25.0,,N,458,,80,25.0,,,,N,,,N,21,21,15.0,N,,0,S,1,13,,,
11061,11,"FILOSOFÍA, LICENCIATURA EN",UNIVERSIDAD DE CHILE,13,10,20,35,15,0,20.0,,N,458,,80,20.0,,,,N,,,N,21,21,5.0,N,,0,S,1,13,,,
11062,11,GEOGRAFÍA,UNIVERSIDAD DE CHILE,13,10,30,20,20,0,20.0,20.0,N,458,,40,4.0,,,,N,,,S,21,21,3.0,N,,0,S,2,13,,,
11063,11,"HISTORIA, LICENCIATURA EN",UNIVERSIDAD DE CHILE,13,10,20,20,15,0,35.0,,N,458,,90,15.0,,,,N,,,N,21,21,5.0,N,,0,S,1,13,,,
11065,11,"LINGÜÍSTICA Y LITERATURA INGLESAS, LICENCIATURA EN",UNIVERSIDAD DE CHILE,13,10,20,30,15,0,25.0,,N,458,,78,15.0,,,,N,,,N,21,21,5.0,N,,0,S,2,13,,,
11068,11,PERIODISMO,UNIVERSIDAD DE CHILE,13,10,10,35,15,0,30.0,,N,458,,117,20.0,,,,N,,,N,21,21,10.0,N,,0,S,2,13,,,
11069,11,PSICOLOGÍA,UNIVERSIDAD DE CHILE,13,10,30,25,20,0,15.0,15.0,N,458,,57,10.0,,,,N,,,S,21,21,16.0,N,,0,S,4,13,,,
11070,11,SOCIOLOGÍA,UNIVERSIDAD DE CHILE,13,20,20,25,20,0,15.0,,N,458,,100,20.0,,,,N,,,N,21,21,16.0,N,,0,S,4,13,,,
11072,11,"LINGÜÍSTICA Y LITERATURA CON MENCIÓN, LICENCIATURA EN",UNIVERSIDAD DE CHILE,13,10,20,35,15,0,20.0,,N,458,,100,20.0,,,,N,,,N,21,21,5.0,N,,0,S,1,13,,,
11078,11,"BACHILLERATO, PROGRAMA ACADÉMICO DE",UNIVERSIDAD DE CHILE,13,20,20,25,25,0,10.0,10.0,N,458,,300,80.0,,,,N,,,S,21,21,10.0,N,,0,S,1,13,,,
11080,11,ENFERMERÍA,UNIVERSIDAD DE CHILE,13,10,20,15,15,10,,30.0,S,458,,97,5.0,,,,N,,,N,21,21,12.0,N,,0,S,1,13,,,
11081,11,FONOAUDIOLOGÍA,UNIVERSIDAD DE CHILE,13,10,20,15,15,10,,30.0,S,458,,50,12.0,,,,N,,,N,21,21,5.0,N,,0,S,1,13,,,
11082,11,KINESIOLOGÍA,UNIVERSIDAD DE CHILE,13,10,20,15,15,10,,30.0,S,458,,42,8.0,,,,N,,,N,21,21,10.0,N,,0,S,1,13,,,
11083,11,MEDICINA,UNIVERSIDAD DE CHILE,13,10,20,15,15,10,,30.0,S,458,,190,12.0,,,,N,,,N,21,21,10.0,N,,0,S,1,13,,,
11084,11,NUTRICIÓN Y DIETÉTICA,UNIVERSIDAD DE CHILE,13,10,20,15,15,10,,30.0,S,458,,46,12.0,,,,N,,,N,21,21,10.0,N,,0,S,1,13,,,
11085,11,OBSTETRICIA Y PUERICULTURA,UNIVERSIDAD DE CHILE,13,10,20,15,15,10,,30.0,S,458,,76,5.0,,,,N,,,N,21,21,9.0,N,,0,S,2,13,,,
11086,11,TECNOLOGÍA MÉDICA,UNIVERSIDAD DE CHILE,13,10,20,15,15,10,,30.0,S,458,,86,15.0,,,,N,,,N,21,21,7.0,N,,0,S,1,13,,,
11087,11,TERAPIA OCUPACIONAL,UNIVERSIDAD DE CHILE,13,10,20,20,15,5,,30.0,S,458,,55,12.0,,,,N,,,N,21,21,10.0,N,,0,S,2,13,,,
11090,11,CINE Y TELEVISIÓN,UNIVERSIDAD DE CHILE,13,10,10,30,20,0,30.0,30.0,N,458,,64,10.0,,,,N,,,S,21,21,7.0,N,,0,S,2,13,,,
11095,11,ODONTOLOGÍA,UNIVERSIDAD DE CHILE,13,10,20,15,10,10,,35.0,S,458,,98,9.0,,,,N,,,N,21,21,10.0,N,,0,S,2,13,,,
11097,11,LICENCIADO/A EN ARTES CON MENCIÓN EN COMPOSICIÓN,UNIVERSIDAD DE CHILE,13,10,10,10,10,0,10.0,,N,458,,10,,,,,S,PONDERA,50.0,N,21,21,1.0,N,,0,S,1,13,,,
11508,11,DANZA,UNIVERSIDAD DE CHILE,13,10,10,10,10,0,10.0,,N,458,,25,,,,,S,PONDERA,50.0,N,21,21,2.0,N,,0,S,2,13,,,
11520,11,TRABAJO SOCIAL,UNIVERSIDAD DE CHILE,13,20,20,25,20,0,15.0,15.0,N,458,,48,10.0,,,,N,,,S,21,21,6.0,N,,0,S,3,13,,,
11521,11,PEDAGOGÍA EN EDUCACIÓN MEDIA EN BIOLOGÍA Y QUÍMICA,UNIVERSIDAD DE CHILE,13,20,20,10,15,10,,25.0,S,458,,40,6.0,,,,N,,,N,21,21,5.0,S,,0,S,1,13,,S,S
11522,11,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,UNIVERSIDAD DE CHILE,13,30,20,20,15,0,15.0,15.0,N,458,,45,10.0,,,,N,,,S,21,21,8.0,S,,0,S,5,13,,S,S
11523,11,PEDAGOGÍA EN EDUCACIÓN BÁSICA,UNIVERSIDAD DE CHILE,13,10,20,25,25,0,20.0,20.0,N,458,,30,10.0,,,,N,,,S,21,21,3.0,S,,0,S,10,13,,S,S
11524,11,INGENIERÍA EN SONIDO,UNIVERSIDAD DE CHILE,13,10,20,20,30,10,,10.0,S,458,,24,3.0,,,,N,,,N,21,21,5.0,N,,0,S,2,13,3.0,,
11525,11,ESTUDIOS INTERNACIONALES,UNIVERSIDAD DE CHILE,13,15,20,25,20,0,20.0,,N,458,,35,7.0,,,,N,,,N,21,21,3.0,N,,0,S,3,13,,,
11526,11,CIENCIA POLÍTICA,UNIVERSIDAD DE CHILE,13,10,30,20,20,0,20.0,,N,458,,35,5.0,,,,N,,,N,21,21,3.0,N,,0,S,3,13,,,
11527,11,INGENIERÍA EN RECURSOS HÍDRICOS,UNIVERSIDAD DE CHILE,13,10,30,10,25,5,20.0,20.0,S,458,,30,30.0,,,,N,,,S,21,21,5.0,N,,0,S,3,13,,,
12004,12,ARQUITECTURA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,15,35,0,10.0,10.0,N,485,,66,4.0,70.0,5.0,,N,,,S,21,21,2.0,N,,0,S,3,13,,,
12005,12,ARTE,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,30,20,15,0,15.0,,N,485,,87,10.0,,,,N,,,N,21,21,2.0,N,,0,S,2,13,,,
12006,12,DISEÑO,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,20,20,0,10.0,10.0,N,485,,90,11.0,88.0,9.0,,N,,,S,21,21,2.0,N,,0,S,2,13,,,
12007,12,ACTUACIÓN,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,12,12,16,10,0,10.0,,N,485,,45,1.0,,,,S,PONDERA,40.0,N,21,21,2.0,N,,0,S,2,13,,,
12008,12,LETRAS HISPÁNICAS,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,25,15,0,10.0,,N,485,,60,3.0,,,,N,,,N,21,21,2.0,N,,0,S,1,13,,,
12009,12,LETRAS INGLESAS,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,25,15,0,10.0,,N,485,,38,5.0,,,,N,,,N,21,21,2.0,N,,0,S,1,13,,,
12010,12,BIOQUÍMICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,30,0,,20.0,N,485,,40,5.0,,,,N,,,N,21,21,4.0,N,,0,S,2,13,,,
12011,12,BIOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,25,0,,25.0,N,485,,60,19.0,,,,N,,,N,21,21,2.0,N,,0,S,2,13,,,
12012,12,BIOLOGÍA MARINA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,25,0,,25.0,N,485,,30,19.0,,,,N,,,N,21,21,2.0,N,,0,S,2,13,,,
12013,12,AGRONOMÍA E INGENIERÍA FORESTAL,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,30,10,30,0,,10.0,N,485,,210,31.0,,,,N,,,N,21,21,2.0,N,,0,S,5,13,,,
12014,12,INGENIERÍA COMERCIAL,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,30,10,10.0,10.0,S,485,,418,25.0,,,,N,,,S,21,21,2.0,N,,0,S,5,13,,,
12015,12,TEOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,25,10,0,15.0,,N,485,,10,10.0,,,,N,,,N,21,21,2.0,N,,0,S,2,13,,,
12017,12,PSICOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,10,20,0,20.0,20.0,N,485,,120,10.0,,,,N,,,S,21,21,5.0,N,,0,S,2,13,,,
12018,12,TRABAJO SOCIAL,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,15,15,0,20.0,,N,485,,70,12.0,,,,N,,,N,21,21,3.0,N,,0,S,2,13,,,
12019,12,SOCIOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,25,20,20,0,15.0,,N,485,,75,8.0,,,,N,,,N,21,21,3.0,N,,0,S,2,13,,,
12021,12,DERECHO,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,25,10,0,25.0,,N,485,,325,12.0,,,,N,,,N,21,21,4.0,N,,0,S,5,13,,,
12022,12,ANTROPOLOGÍA- ARQUEOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,25,20,20,0,15.0,,N,485,,70,14.0,,,,N,,,N,21,21,2.0,N,,0,S,2,13,,,
12024,12,PEDAGOGIA EN EDUCACIÓN GENERAL BÁSICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,20,20,0,10.0,10.0,N,485,,150,20.0,,,,N,,,S,21,21,2.0,S,,0,S,4,13,,S,S
12025,12,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,20,20,0,10.0,10.0,N,485,,80,19.0,,,,N,,,S,21,21,2.0,S,,0,S,3,13,,S,S
12026,12,COLLEGE ARTES Y HUMANIDADES,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,25,25,0,10.0,,N,485,,60,8.0,,,,N,,,N,21,21,5.0,N,,0,S,5,13,,,
12027,12,COLLEGE CIENCIAS NATURALES Y MATEMÁTICAS,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,35,0,,15.0,N,485,,400,60.0,,,,N,,,N,21,21,10.0,N,,0,S,5,13,,,
12028,12,COLLEGE CIENCIAS SOCIALES,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,25,25,0,10.0,,N,485,,350,57.0,,,,N,,,N,21,21,10.0,N,,0,S,5,13,,,
12029,12,LICENCIATURA EN INTERPRETACIÓN MUSICAL,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,12,12,12,14,0,10.0,10.0,N,485,,15,9.0,,,,S,PONDERA,40.0,S,21,21,1.0,N,,0,S,1,13,,,
12030,12,FILOSOFÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,25,15,0,10.0,,N,485,,25,16.0,,,,N,,,N,21,21,2.0,N,,0,S,1,13,,,
12031,12,FÍSICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,10,10,45,0,,15.0,N,485,,31,2.0,,,,N,,,N,21,21,4.0,N,,0,S,2,13,,,
12032,12,ASTRONOMÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,35,0,,15.0,N,485,,28,1.0,,,,N,,,N,21,21,6.0,N,,0,S,2,13,,,
12033,12,MEDICINA VETERINARIA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,20,25,0,,15.0,N,485,,130,23.0,,,,N,,,N,21,21,2.0,N,,0,S,1,13,,,
12034,12,GEOGRAFÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,20,25,0,15.0,15.0,N,485,,50,16.0,,,,N,,,S,21,21,2.0,N,,0,S,2,13,,,
12035,12,HISTORIA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,15,10,0,35.0,,N,485,,60,17.0,,,,N,,,N,21,21,4.0,N,,0,S,1,13,,,
12037,12,CIENCIA POLÍTICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,25,20,20,0,15.0,,N,485,,35,2.0,,,,N,,,N,21,21,2.0,N,,0,S,2,13,,,
12038,12,CONSTRUCCIÓN CIVIL,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,40,0,,10.0,N,485,,205,44.0,,,,N,,,N,21,21,6.0,N,,0,S,5,13,,,
12039,12,INGENIERÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,25,10,,15.0,S,485,,650,20.0,,,,N,,,N,21,21,15.0,N,,0,S,12,13,,,
12041,12,PEDAGOGÍA EN EDUCACIÓN MEDIA EN CIENCIAS NATURALES Y BIOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,40,0,,10.0,N,485,,25,12.0,,,,N,,,N,21,21,2.0,S,,0,S,2,13,,S,S
12042,12,PEDAGOGÍA EN EDUCACIÓN MEDIA EN QUÍMICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,40,0,,10.0,N,485,,20,20.0,,,,N,,,N,21,21,2.0,S,,0,S,2,13,,S,S
12043,12,PEDAGOGÍA EN EDUCACIÓN MEDIA EN MATEMÁTICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,35,5,,10.0,S,485,,40,2.0,,,,N,,,N,21,21,2.0,S,,0,S,2,13,,S,S
12044,12,PEDAGOGÍA EN EDUCACIÓN MEDIA EN FÍSICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,40,0,,10.0,N,485,,10,3.0,,,,N,,,N,21,21,2.0,S,,0,S,2,13,,S,S
12046,12,PERIODISMO - DIRECCIÓN AUDIOVISUAL - PUBLICIDAD,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,25,25,20,20,0,10.0,,N,485,,125,10.0,,,,N,,,N,21,21,2.0,N,,0,S,3,13,,,
12049,12,ESTADÍSTICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,10,10,45,5,,10.0,S,485,,40,5.0,,,,N,,,N,21,21,1.0,N,,0,S,1,13,,,
12050,12,PEDAGOGÍA EN EDUCACIÓN FÍSICA Y SALUD PARA EDUCACIÓN BÁSICA Y MEDIA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,30,10,30,0,,10.0,N,485,,60,9.0,,,,N,,,N,21,21,1.0,S,,0,S,1,13,,N,S
12051,12,MATEMÁTICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,10,10,45,0,,15.0,N,485,,40,8.0,,,,N,,,N,21,21,1.0,N,,0,S,1,13,,,
12052,12,TERAPIA OCUPACIONAL,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,20,20,0,,20.0,N,485,,73,21.0,,,,N,,,N,21,21,4.0,N,,0,S,2,13,,,
12054,12,QUÍMICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,35,0,,15.0,N,485,,35,7.0,,,,N,,,N,21,21,2.0,N,,0,S,2,13,,,
12055,12,QUÍMICA Y FARMACIA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,35,0,,15.0,N,485,,70,8.0,,,,N,,,N,21,21,6.0,N,,0,S,3,13,,,
12056,12,ODONTOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,25,10,20,0,,25.0,N,485,,60,26.0,,,,N,,,N,21,21,6.0,N,,0,S,1,13,,,
12057,12,ENFERMERÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,25,10,20,0,,25.0,N,485,,120,26.0,,,,N,,,N,21,21,2.0,N,,0,S,2,13,,,
12058,12,MEDICINA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,15,20,0,,25.0,N,485,,82,,,,,N,,,N,21,21,3.0,N,,0,S,1,13,,,
12059,12,LICENCIATURA EN MÚSICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,12,12,12,14,0,10.0,10.0,N,485,,25,25.0,,,,S,PONDERA,40.0,S,21,21,1.0,N,,0,S,1,13,,,
12060,12,NUTRICIÓN Y DIETÉTICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,25,10,20,0,,25.0,N,485,,58,21.0,,,,N,,,N,21,21,7.0,N,,0,S,3,13,,,
12061,12,KINESIOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,25,10,20,0,,25.0,N,485,,75,24.0,,,,N,,,N,21,21,5.0,N,,0,S,3,13,,,
12062,12,FONOAUDIOLOGÍA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,25,10,20,0,,25.0,N,485,,58,14.0,,,,N,,,N,21,21,5.0,N,,0,S,2,13,,,
12070,12,PEDAGOGÍA EN INGLÉS PARA EDUCACIÓN BÁSICA Y MEDIA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,30,20,0,10.0,,N,485,,50,5.0,,,,N,,,N,21,21,1.0,S,,0,S,1,13,,S,S
12071,12,ADMINISTRACIÓN PÚBLICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,20,30,0,10.0,,N,485,,70,17.0,,,,N,,,N,21,21,1.0,N,,0,S,1,13,,,
12088,12,PEDAGOGÍA EN EDUCACIÓN ESPECIAL,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,20,20,0,20.0,,N,485,,40,3.0,,,,N,,,N,21,21,1.0,S,,0,S,2,13,,N,N
12089,12,LICENCIATURA EN INGENIERÍA EN CIENCIA DE DATOS,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,30,10,,10.0,S,485,,80,22.0,,,,N,,,N,21,21,2.0,N,,0,S,2,13,,,
12096,12,PEDAGOGIA EN EDUCACIÓN GENERAL BÁSICA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,10,40,20,20,0,10.0,10.0,N,485,,35,35.0,,,,N,,,S,21,21,3.0,S,,0,S,5,9,,S,S
12097,12,PEDAGOGÍA EN EDUCACIÓN PARVULARIA,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,10,40,20,20,0,10.0,10.0,N,485,,35,35.0,,,,N,,,S,21,21,3.0,S,,0,S,5,9,,S,S
12100,12,LICENCIATURA EN INGENIERÍA EN CIENCIA DE LA COMPUTACIÓN,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,20,20,10,25,10,,15.0,S,485,,80,9.0,,,,N,,,N,21,21,2.0,N,,0,S,2,13,,,
12101,12,INGENIERÍA EN RECURSOS NATURALES,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,13,15,25,10,25,10,,15.0,S,485,,80,11.0,,,,N,,,N,21,21,1.0,N,,0,S,1,13,,,
13001,13,LICENCIATURA EN QUIMICA - QUIMICO,UNIVERSIDAD DE CONCEPCION,8,15,25,10,30,0,,20.0,N,485,500.0,25,5.0,,,,N,,,N,21,21,2.0,N,,0,S,2,8,,,
13002,13,LICENCIATURA EN MATEMATICA,UNIVERSIDAD DE CONCEPCION,8,15,20,10,30,15,,10.0,S,485,500.0,20,7.0,,,,N,,,N,21,21,3.0,N,,0,S,5,8,,,
13003,13,INGENIERIA CIVIL MATEMATICA,UNIVERSIDAD DE CONCEPCION,8,15,20,15,25,15,,10.0,S,485,500.0,35,5.0,,,,N,,,N,21,21,2.0,N,,0,S,7,8,,,
13004,13,QUIMICO ANALISTA,UNIVERSIDAD DE CONCEPCION,8,15,25,15,35,0,,10.0,N,485,500.0,35,15.0,,,,N,,,N,21,21,2.0,N,,0,S,4,8,,,
13006,13,AGRONOMIA (CHILLAN),UNIVERSIDAD DE CONCEPCION,8,15,25,15,30,5,,10.0,S,485,500.0,70,22.0,,,,N,,,N,21,21,5.0,N,,0,S,5,16,,,
13007,13,MEDICINA VETERINARIA (CHILLAN),UNIVERSIDAD DE CONCEPCION,8,15,25,15,35,0,,10.0,N,485,500.0,85,20.0,,,,N,,,N,21,21,5.0,N,,0,S,5,16,,,
13008,13,INGENIERIA FORESTAL,UNIVERSIDAD DE CONCEPCION,8,15,25,15,30,5,,10.0,S,485,500.0,30,15.0,,,,N,,,N,21,21,2.0,N,,0,S,2,8,,,
